,timestamp,open,high,low,close,volume
23,1636995600000,4615.73000000,4620.21000000,4600.11000000,4619.85000000,2807.91250000
24,1636996500000,4619.59000000,4626.26000000,4605.20000000,4609.12000000,2401.41110000
25,1636997400000,4609.13000000,4622.30000000,4605.88000000,4622.04000000,2139.77040000
26,1636998300000,4622.04000000,4624.51000000,4606.00000000,4606.01000000,2369.55000000
27,1636999200000,4606.00000000,4608.85000000,4586.33000000,4589.11000000,4010.86950000
28,1637000100000,4589.15000000,4602.98000000,4582.13000000,4597.32000000,4168.96030000
29,1637001000000,4597.32000000,4599.05000000,4574.25000000,4581.04000000,3739.45980000
30,1637001900000,4581.04000000,4588.91000000,4570.00000000,4586.64000000,3696.74200000
31,1637002800000,4586.64000000,4586.64000000,4569.93000000,4583.95000000,3852.15990000
32,1637003700000,4583.95000000,4590.77000000,4566.60000000,4587.11000000,2654.85140000
33,1637004600000,4587.10000000,4604.15000000,4582.06000000,4601.84000000,2460.98440000
34,1637005500000,4601.84000000,4603.54000000,4590.01000000,4600.54000000,2409.01180000
35,1637006400000,4600.04000000,4600.04000000,4569.58000000,4576.23000000,5298.64480000
36,1637007300000,4576.24000000,4576.24000000,4558.48000000,4560.01000000,3734.19600000
37,1637008200000,4560.01000000,4569.67000000,4556.56000000,4559.80000000,2280.85910000
38,1637009100000,4559.79000000,4576.46000000,4557.84000000,4563.01000000,2814.21220000
39,1637010000000,4563.01000000,4576.74000000,4544.30000000,4571.98000000,6014.82820000
40,1637010900000,4571.90000000,4582.15000000,4558.58000000,4565.88000000,3350.93780000
41,1637011800000,4565.88000000,4578.00000000,4563.73000000,4576.75000000,2458.06810000
42,1637012700000,4576.75000000,4581.61000000,4570.00000000,4570.01000000,1832.21710000
43,1637013600000,4570.00000000,4570.01000000,4547.13000000,4548.28000000,3090.03900000
44,1637014500000,4548.28000000,4555.00000000,4540.00000000,4553.99000000,3532.10460000
45,1637015400000,4553.99000000,4567.68000000,4553.99000000,4562.78000000,1551.37000000
46,1637016300000,4562.77000000,4582.22000000,4561.17000000,4581.34000000,2119.83030000
47,1637017200000,4581.34000000,4582.55000000,4565.28000000,4572.40000000,1736.04580000
48,1637018100000,4572.40000000,4587.29000000,4561.56000000,4561.99000000,1898.75370000
49,1637019000000,4561.99000000,4573.86000000,4556.58000000,4573.86000000,1290.94390000
50,1637019900000,4573.54000000,4575.00000000,4554.68000000,4563.78000000,2040.70530000
51,1637020800000,4563.77000000,4563.77000000,4477.20000000,4498.39000000,23267.77150000
52,1637021700000,4498.39000000,4508.44000000,4463.00000000,4473.56000000,10999.35410000
53,1637022600000,4473.55000000,4488.37000000,4465.73000000,4481.14000000,4638.11530000
54,1637023500000,4481.14000000,4495.00000000,4420.29000000,4438.70000000,14219.50480000
55,1637024400000,4438.70000000,4445.00000000,4252.78000000,4387.32000000,55159.47590000
56,1637025300000,4387.84000000,4413.93000000,4357.97000000,4371.22000000,17393.30540000
57,1637026200000,4371.21000000,4391.99000000,4336.28000000,4391.23000000,8473.84550000
58,1637027100000,4390.71000000,4408.14000000,4385.36000000,4399.17000000,9193.57140000
59,1637028000000,4399.17000000,4405.61000000,4384.07000000,4399.70000000,4860.94810000
60,1637028900000,4399.48000000,4400.02000000,4385.00000000,4387.06000000,4218.35780000
61,1637029800000,4387.05000000,4388.09000000,4369.14000000,4373.46000000,4449.20050000
62,1637030700000,4373.45000000,4388.16000000,4340.00000000,4347.39000000,7118.83210000
63,1637031600000,4347.39000000,4366.75000000,4296.77000000,4366.14000000,19639.30640000
64,1637032500000,4366.14000000,4370.31000000,4276.04000000,4306.15000000,10036.77540000
65,1637033400000,4306.15000000,4329.31000000,4280.21000000,4296.05000000,12095.86750000
66,1637034300000,4296.05000000,4333.77000000,4287.00000000,4309.58000000,8103.56980000
67,1637035200000,4309.59000000,4322.08000000,4265.59000000,4271.77000000,15599.05400000
68,1637036100000,4271.77000000,4325.66000000,4270.10000000,4319.59000000,9392.97600000
69,1637037000000,4319.58000000,4348.81000000,4311.73000000,4347.82000000,8399.62720000
70,1637037900000,4347.43000000,4359.13000000,4333.42000000,4345.05000000,6701.51560000
71,1637038800000,4345.11000000,4352.14000000,4331.89000000,4334.28000000,5221.37300000
72,1637039700000,4334.28000000,4357.00000000,4333.00000000,4354.90000000,3681.06530000
73,1637040600000,4354.90000000,4367.27000000,4333.03000000,4358.05000000,6667.18210000
74,1637041500000,4358.06000000,4358.10000000,4330.00000000,4337.83000000,3503.05850000
75,1637042400000,4337.83000000,4340.00000000,4315.62000000,4337.09000000,4823.86150000
76,1637043300000,4337.09000000,4337.72000000,4288.88000000,4292.32000000,8546.49500000
77,1637044200000,4292.31000000,4330.00000000,4289.18000000,4317.22000000,5775.86350000
78,1637045100000,4316.94000000,4344.08000000,4316.94000000,4337.69000000,4304.28600000
79,1637046000000,4337.65000000,4345.52000000,4320.09000000,4321.32000000,4071.95240000
80,1637046900000,4321.27000000,4333.48000000,4311.00000000,4315.48000000,3475.90540000
81,1637047800000,4315.48000000,4330.00000000,4287.71000000,4296.95000000,5967.98110000
82,1637048700000,4297.05000000,4313.20000000,4287.00000000,4312.11000000,4740.64370000
83,1637049600000,4312.42000000,4329.26000000,4296.62000000,4307.69000000,4911.79490000
84,1637050500000,4307.69000000,4312.12000000,4291.00000000,4298.43000000,4501.77220000
85,1637051400000,4298.43000000,4317.08000000,4296.54000000,4316.58000000,4120.11660000
86,1637052300000,4316.58000000,4327.04000000,4301.10000000,4324.95000000,4695.89210000
87,1637053200000,4324.86000000,4341.53000000,4300.00000000,4305.40000000,6518.73640000
88,1637054100000,4305.17000000,4305.57000000,4270.00000000,4293.33000000,8429.88580000
89,1637055000000,4293.33000000,4294.00000000,4250.01000000,4274.00000000,8326.79370000
90,1637055900000,4274.00000000,4283.38000000,4223.28000000,4237.73000000,11947.09040000
91,1637056800000,4237.49000000,4246.70000000,4103.00000000,4104.99000000,52782.13120000
92,1637057700000,4104.64000000,4180.55000000,4104.62000000,4179.33000000,25745.76800000
93,1637058600000,4178.35000000,4241.55000000,4166.36000000,4239.84000000,15534.65280000
94,1637059500000,4239.84000000,4260.00000000,4224.02000000,4250.35000000,11632.08170000
95,1637060400000,4250.35000000,4270.99000000,4239.15000000,4255.43000000,11549.62420000
96,1637061300000,4255.43000000,4265.01000000,4241.04000000,4263.94000000,4978.11360000
97,1637062200000,4263.94000000,4278.44000000,4250.01000000,4263.70000000,7998.85710000
98,1637063100000,4263.66000000,4293.44000000,4263.41000000,4292.43000000,7444.67510000
99,1637064000000,4292.44000000,4293.65000000,4256.94000000,4290.29000000,10562.94410000
100,1637064900000,4290.29000000,4290.99000000,4270.96000000,4274.27000000,5768.68580000
101,1637065800000,4274.27000000,4279.01000000,4255.00000000,4258.06000000,5355.65550000
102,1637066700000,4258.06000000,4264.31000000,4222.40000000,4226.65000000,7765.28630000
103,1637067600000,4226.65000000,4247.90000000,4224.29000000,4233.24000000,4721.09050000
104,1637068500000,4233.24000000,4264.31000000,4232.72000000,4255.56000000,5217.07550000
105,1637069400000,4255.56000000,4287.74000000,4242.11000000,4283.03000000,5807.78620000
106,1637070300000,4283.02000000,4291.00000000,4269.64000000,4277.96000000,4269.85720000
107,1637071200000,4277.96000000,4322.09000000,4270.00000000,4304.05000000,9452.96510000
108,1637072100000,4304.05000000,4324.28000000,4298.00000000,4316.59000000,6104.92200000
109,1637073000000,4316.59000000,4343.93000000,4309.48000000,4342.39000000,10487.90890000
110,1637073900000,4342.38000000,4345.78000000,4309.25000000,4312.84000000,8084.21540000
111,1637074800000,4312.83000000,4323.32000000,4301.05000000,4312.22000000,5911.49130000
112,1637075700000,4312.21000000,4314.70000000,4294.18000000,4302.63000000,4823.28420000
113,1637076600000,4302.63000000,4309.75000000,4282.53000000,4289.00000000,4790.31690000
114,1637077500000,4289.01000000,4298.98000000,4274.15000000,4285.82000000,4034.37680000
115,1637078400000,4285.82000000,4316.65000000,4280.95000000,4314.46000000,5308.23500000
116,1637079300000,4314.45000000,4330.00000000,4297.40000000,4301.82000000,3636.42140000
117,1637080200000,4301.82000000,4312.74000000,4294.86000000,4306.56000000,2853.58580000
118,1637081100000,4306.56000000,4324.56000000,4306.29000000,4318.76000000,2526.88230000
119,1637082000000,4318.76000000,4329.42000000,4317.16000000,4326.01000000,2631.84720000
120,1637082900000,4326.01000000,4328.57000000,4310.77000000,4314.95000000,2597.86560000
121,1637083800000,4314.95000000,4314.96000000,4286.74000000,4303.91000000,4144.69720000
122,1637084700000,4303.91000000,4311.61000000,4293.50000000,4294.79000000,2219.26520000
123,1637085600000,4294.79000000,4313.52000000,4294.78000000,4311.04000000,1977.52910000
124,1637086500000,4311.04000000,4318.57000000,4286.17000000,4287.60000000,2716.73620000
125,1637087400000,4287.59000000,4297.61000000,4246.63000000,4255.61000000,5607.59200000
126,1637088300000,4255.62000000,4261.08000000,4236.45000000,4236.46000000,4317.53390000
127,1637089200000,4236.44000000,4278.00000000,4230.00000000,4263.21000000,7058.05370000
128,1637090100000,4263.21000000,4277.45000000,4251.65000000,4277.27000000,3013.70500000
129,1637091000000,4277.27000000,4292.95000000,4257.41000000,4260.55000000,3457.27150000
130,1637091900000,4260.30000000,4268.94000000,4236.48000000,4265.03000000,4102.58520000
131,1637092800000,4265.02000000,4268.19000000,4231.00000000,4241.99000000,6008.13980000
132,1637093700000,4242.00000000,4243.02000000,4206.00000000,4207.36000000,7953.91620000
133,1637094600000,4207.37000000,4213.82000000,4166.85000000,4174.82000000,10582.15320000
134,1637095500000,4175.32000000,4200.77000000,4162.67000000,4197.30000000,7184.77410000
135,1637096400000,4197.08000000,4258.24000000,4191.59000000,4252.37000000,7512.03940000
136,1637097300000,4252.37000000,4274.24000000,4239.01000000,4245.62000000,5169.18610000
137,1637098200000,4245.62000000,4269.87000000,4240.00000000,4257.28000000,2569.05210000
138,1637099100000,4257.27000000,4259.02000000,4242.18000000,4253.86000000,2620.05560000
139,1637100000000,4253.86000000,4286.30000000,4253.86000000,4281.95000000,3222.07710000
140,1637100900000,4281.11000000,4286.11000000,4266.21000000,4283.05000000,2559.86110000
141,1637101800000,4283.22000000,4297.51000000,4276.33000000,4278.85000000,2086.63040000
142,1637102700000,4278.84000000,4278.84000000,4257.44000000,4260.11000000,1764.10200000
143,1637103600000,4260.10000000,4268.10000000,4243.50000000,4248.01000000,2247.88970000
144,1637104500000,4248.02000000,4250.23000000,4236.68000000,4242.94000000,2135.25870000
145,1637105400000,4242.93000000,4249.73000000,4228.13000000,4237.70000000,2057.48270000
146,1637106300000,4237.71000000,4239.14000000,4206.73000000,4209.76000000,2998.14920000
147,1637107200000,4209.59000000,4242.76000000,4188.95000000,4216.66000000,5826.86670000
148,1637108100000,4216.66000000,4231.52000000,4187.74000000,4198.22000000,5124.76730000
149,1637109000000,4198.37000000,4216.61000000,4177.00000000,4181.42000000,5223.78520000
150,1637109900000,4181.41000000,4193.41000000,4167.08000000,4183.49000000,6063.23940000
151,1637110800000,4183.49000000,4197.08000000,4165.18000000,4184.82000000,7348.41330000
152,1637111700000,4184.70000000,4219.55000000,4176.71000000,4216.03000000,8799.69950000
153,1637112600000,4216.07000000,4227.17000000,4200.95000000,4213.88000000,5888.13630000
154,1637113500000,4213.88000000,4219.44000000,4128.57000000,4133.31000000,9526.60320000
155,1637114400000,4133.31000000,4150.02000000,4115.03000000,4132.86000000,10487.46230000
156,1637115300000,4133.37000000,4163.87000000,4123.32000000,4154.05000000,3479.86030000
157,1637116200000,4154.05000000,4165.64000000,4141.23000000,4142.18000000,4066.46800000
158,1637117100000,4142.17000000,4152.99000000,4126.00000000,4136.39000000,4501.41190000
159,1637118000000,4136.38000000,4151.47000000,4090.37000000,4093.45000000,14987.44770000
160,1637118900000,4093.27000000,4160.00000000,4063.48000000,4154.45000000,13633.20610000
161,1637119800000,4154.14000000,4181.30000000,4141.83000000,4154.53000000,9610.91400000
162,1637120700000,4154.53000000,4168.32000000,4111.38000000,4122.11000000,7094.66620000
163,1637121600000,4122.18000000,4131.52000000,4089.10000000,4090.27000000,6692.79380000
164,1637122500000,4090.28000000,4136.72000000,4077.94000000,4134.00000000,6519.84000000
165,1637123400000,4133.79000000,4143.57000000,4117.10000000,4121.20000000,5556.60180000
166,1637124300000,4121.20000000,4143.86000000,4097.30000000,4142.76000000,4738.70880000
167,1637125200000,4142.75000000,4152.30000000,4126.32000000,4145.60000000,4946.15690000
168,1637126100000,4145.60000000,4171.21000000,4142.28000000,4144.27000000,4958.79720000
169,1637127000000,4144.26000000,4184.93000000,4142.95000000,4171.02000000,4313.02600000
170,1637127900000,4171.03000000,4189.49000000,4163.26000000,4176.26000000,3996.56990000
171,1637128800000,4175.99000000,4184.40000000,4150.49000000,4156.65000000,3381.99140000
172,1637129700000,4156.64000000,4173.76000000,4143.31000000,4170.12000000,2764.78620000
173,1637130600000,4170.13000000,4184.95000000,4166.86000000,4175.99000000,2667.23500000
174,1637131500000,4175.99000000,4175.99000000,4147.44000000,4167.40000000,2745.35400000
175,1637132400000,4167.40000000,4186.49000000,4155.64000000,4156.24000000,4400.88810000
176,1637133300000,4156.24000000,4164.84000000,4146.47000000,4159.39000000,3319.35180000
177,1637134200000,4159.38000000,4201.45000000,4159.30000000,4197.75000000,5657.84630000
178,1637135100000,4197.73000000,4218.00000000,4181.47000000,4183.67000000,5053.02370000
179,1637136000000,4183.62000000,4203.93000000,4173.32000000,4203.35000000,6306.81760000
180,1637136900000,4203.34000000,4219.98000000,4192.96000000,4195.86000000,6251.80050000
181,1637137800000,4195.87000000,4209.80000000,4186.00000000,4206.56000000,3290.28200000
182,1637138700000,4206.56000000,4217.72000000,4190.00000000,4195.35000000,3388.53530000
183,1637139600000,4195.09000000,4195.10000000,4162.48000000,4166.40000000,4331.08200000
184,1637140500000,4166.41000000,4177.76000000,4140.30000000,4145.07000000,4930.67530000
185,1637141400000,4145.06000000,4153.06000000,4125.00000000,4150.02000000,4691.76700000
186,1637142300000,4150.02000000,4159.04000000,4120.00000000,4128.95000000,5294.60250000
187,1637143200000,4128.94000000,4149.99000000,4128.70000000,4143.39000000,4252.11940000
188,1637144100000,4143.61000000,4158.00000000,4140.02000000,4140.14000000,3548.28500000
189,1637145000000,4140.21000000,4201.72000000,4101.73000000,4182.69000000,14742.64940000
190,1637145900000,4182.69000000,4235.00000000,4163.81000000,4226.22000000,13596.53450000
191,1637146800000,4225.95000000,4230.98000000,4209.13000000,4214.26000000,14201.12710000
192,1637147700000,4214.26000000,4229.00000000,4207.91000000,4220.36000000,5634.06060000
193,1637148600000,4220.36000000,4225.12000000,4210.50000000,4223.43000000,4074.31150000
194,1637149500000,4223.42000000,4257.68000000,4220.00000000,4252.40000000,5346.16080000
195,1637150400000,4252.40000000,4259.90000000,4238.65000000,4247.80000000,4506.59630000
196,1637151300000,4247.81000000,4247.81000000,4233.37000000,4234.15000000,2783.08710000
197,1637152200000,4234.15000000,4249.60000000,4231.91000000,4244.52000000,3004.56190000
198,1637153100000,4244.51000000,4254.18000000,4237.13000000,4245.15000000,3618.98560000
199,1637154000000,4245.15000000,4262.00000000,4232.34000000,4235.45000000,5650.51940000
200,1637154900000,4235.45000000,4239.81000000,4223.64000000,4230.39000000,3295.46930000
201,1637155800000,4230.38000000,4242.74000000,4224.32000000,4228.34000000,2056.15310000
202,1637156700000,4228.33000000,4236.10000000,4221.54000000,4223.82000000,2875.62880000
203,1637157600000,4223.83000000,4239.66000000,4223.76000000,4226.18000000,2490.39130000
204,1637158500000,4226.17000000,4234.00000000,4206.20000000,4233.07000000,4852.02330000
205,1637159400000,4232.78000000,4234.00000000,4191.41000000,4193.63000000,6784.92520000
206,1637160300000,4193.63000000,4199.98000000,4171.01000000,4171.51000000,4017.32670000
207,1637161200000,4171.88000000,4185.00000000,4163.19000000,4170.09000000,3115.34830000
208,1637162100000,4170.09000000,4175.96000000,4143.90000000,4151.17000000,5984.80860000
209,1637163000000,4151.18000000,4180.37000000,4142.66000000,4175.01000000,4099.11540000
210,1637163900000,4175.00000000,4192.28000000,4170.01000000,4174.76000000,3479.40700000
211,1637164800000,4174.77000000,4190.51000000,4147.03000000,4190.49000000,5279.77110000
212,1637165700000,4190.52000000,4203.54000000,4156.88000000,4195.97000000,6248.60220000
213,1637166600000,4195.99000000,4228.36000000,4191.00000000,4226.42000000,6051.00910000
214,1637167500000,4226.69000000,4240.00000000,4218.90000000,4236.17000000,4542.66690000
215,1637168400000,4236.04000000,4238.56000000,4207.19000000,4210.05000000,4120.12080000
216,1637169300000,4210.00000000,4219.32000000,4200.00000000,4203.26000000,3119.60390000
217,1637170200000,4203.25000000,4229.59000000,4200.57000000,4218.31000000,3888.75970000
218,1637171100000,4218.04000000,4247.32000000,4216.11000000,4233.25000000,3749.89390000
219,1637172000000,4233.25000000,4245.00000000,4227.93000000,4238.21000000,3090.76050000
220,1637172900000,4238.21000000,4249.48000000,4236.24000000,4248.05000000,2959.40160000
221,1637173800000,4248.05000000,4251.06000000,4230.45000000,4241.90000000,3705.82580000
222,1637174700000,4241.91000000,4261.35000000,4237.51000000,4250.32000000,3379.12000000
223,1637175600000,4250.31000000,4268.93000000,4243.67000000,4246.26000000,3177.70060000
224,1637176500000,4245.99000000,4250.00000000,4234.68000000,4250.00000000,3051.66720000
225,1637177400000,4249.99000000,4254.99000000,4232.67000000,4238.86000000,2799.30690000
226,1637178300000,4238.85000000,4245.63000000,4219.97000000,4242.52000000,3452.57110000
227,1637179200000,4242.53000000,4252.29000000,4222.82000000,4229.45000000,5601.70220000
228,1637180100000,4229.44000000,4231.69000000,4213.79000000,4226.83000000,2633.07570000
229,1637181000000,4226.49000000,4265.99000000,4212.82000000,4262.17000000,4077.36390000
230,1637181900000,4262.17000000,4265.00000000,4244.40000000,4257.43000000,2685.35750000
231,1637182800000,4257.37000000,4259.92000000,4231.29000000,4242.01000000,3088.81010000
232,1637183700000,4242.15000000,4248.96000000,4200.00000000,4216.03000000,5336.76020000
233,1637184600000,4216.52000000,4232.47000000,4216.05000000,4231.55000000,1818.72450000
234,1637185500000,4231.57000000,4254.96000000,4231.55000000,4254.44000000,2242.42190000
235,1637186400000,4254.76000000,4263.86000000,4245.00000000,4260.77000000,2530.68050000
236,1637187300000,4260.76000000,4261.50000000,4219.87000000,4224.04000000,2788.15660000
237,1637188200000,4224.04000000,4246.75000000,4223.64000000,4235.32000000,1693.66540000
238,1637189100000,4235.32000000,4239.00000000,4220.97000000,4236.83000000,2204.43160000
239,1637190000000,4236.84000000,4245.63000000,4219.03000000,4223.25000000,1546.54680000
240,1637190900000,4223.24000000,4245.22000000,4223.24000000,4244.84000000,1419.64450000
241,1637191800000,4244.85000000,4260.87000000,4243.00000000,4260.86000000,2163.46660000
242,1637192700000,4260.86000000,4299.91000000,4260.38000000,4287.80000000,8533.51880000
243,1637193600000,4288.07000000,4301.67000000,4270.27000000,4298.44000000,6547.25330000
244,1637194500000,4298.45000000,4320.00000000,4290.00000000,4309.05000000,5103.17370000
245,1637195400000,4309.04000000,4320.82000000,4304.54000000,4312.56000000,3842.57180000
246,1637196300000,4312.58000000,4333.36000000,4310.11000000,4321.97000000,5918.74500000
247,1637197200000,4321.59000000,4327.77000000,4295.30000000,4299.92000000,5360.44210000
248,1637198100000,4299.91000000,4304.35000000,4288.30000000,4301.56000000,2999.73790000
249,1637199000000,4301.56000000,4337.00000000,4301.56000000,4325.98000000,6483.55510000
250,1637199900000,4325.98000000,4328.94000000,4303.54000000,4310.79000000,5072.32490000
251,1637200800000,4310.79000000,4325.41000000,4297.58000000,4306.16000000,5916.97520000
252,1637201700000,4306.27000000,4316.05000000,4299.63000000,4315.42000000,2348.61130000
253,1637202600000,4315.42000000,4331.22000000,4302.95000000,4325.86000000,5456.91410000
254,1637203500000,4325.68000000,4344.81000000,4309.70000000,4336.72000000,4534.14730000
255,1637204400000,4336.73000000,4339.40000000,4311.00000000,4313.05000000,4724.44610000
256,1637205300000,4313.05000000,4321.69000000,4299.78000000,4309.32000000,4300.14710000
257,1637206200000,4309.32000000,4313.84000000,4296.20000000,4299.96000000,3135.15380000
258,1637207100000,4299.97000000,4304.21000000,4277.43000000,4279.50000000,6151.49100000
259,1637208000000,4279.49000000,4292.44000000,4274.01000000,4280.35000000,3927.04780000
260,1637208900000,4280.35000000,4299.51000000,4263.00000000,4267.21000000,4069.09780000
261,1637209800000,4267.21000000,4280.61000000,4252.49000000,4261.31000000,6275.60650000
262,1637210700000,4261.31000000,4276.29000000,4254.32000000,4255.39000000,3912.89630000
263,1637211600000,4255.38000000,4262.85000000,4233.33000000,4249.90000000,6326.79130000
264,1637212500000,4249.90000000,4259.84000000,4240.00000000,4254.05000000,3226.08430000
265,1637213400000,4254.06000000,4267.18000000,4253.00000000,4259.02000000,2508.41890000
266,1637214300000,4259.01000000,4267.34000000,4249.63000000,4256.40000000,2680.35250000
267,1637215200000,4256.18000000,4260.14000000,4237.21000000,4248.06000000,2639.22040000
268,1637216100000,4248.05000000,4268.94000000,4244.22000000,4256.96000000,3185.66370000
269,1637217000000,4256.97000000,4262.80000000,4245.04000000,4252.87000000,3393.42250000
270,1637217900000,4252.80000000,4253.14000000,4231.00000000,4248.91000000,5859.73000000
271,1637218800000,4248.91000000,4254.52000000,4230.03000000,4233.48000000,4342.00210000
272,1637219700000,4233.49000000,4241.60000000,4226.84000000,4233.42000000,2726.32220000
273,1637220600000,4233.42000000,4244.64000000,4225.10000000,4241.64000000,3058.87110000
274,1637221500000,4241.64000000,4253.42000000,4237.77000000,4247.99000000,2474.92510000
275,1637222400000,4248.00000000,4259.00000000,4231.05000000,4235.06000000,4174.42580000
276,1637223300000,4235.06000000,4257.71000000,4229.39000000,4256.74000000,2386.68730000
277,1637224200000,4256.73000000,4260.82000000,4235.19000000,4237.21000000,2530.87670000
278,1637225100000,4237.21000000,4244.94000000,4228.06000000,4242.64000000,2635.04830000
279,1637226000000,4242.64000000,4248.71000000,4203.83000000,4213.99000000,4966.39000000
280,1637226900000,4213.99000000,4219.05000000,4200.30000000,4202.26000000,4915.45270000
281,1637227800000,4202.27000000,4210.50000000,4184.30000000,4196.31000000,5993.68010000
282,1637228700000,4195.82000000,4212.44000000,4182.02000000,4205.43000000,5134.57210000
283,1637229600000,4205.42000000,4220.66000000,4186.07000000,4190.16000000,4524.34880000
284,1637230500000,4190.11000000,4211.76000000,4181.94000000,4205.64000000,4377.95370000
285,1637231400000,4205.72000000,4227.00000000,4200.77000000,4221.49000000,3054.74820000
286,1637232300000,4221.81000000,4241.45000000,4215.00000000,4238.60000000,3465.24450000
287,1637233200000,4238.59000000,4246.24000000,4229.15000000,4234.59000000,3979.92460000
288,1637234100000,4234.58000000,4235.69000000,4221.47000000,4233.28000000,2423.49810000
289,1637235000000,4233.28000000,4233.33000000,4212.00000000,4214.04000000,3295.23160000
290,1637235900000,4214.03000000,4215.67000000,4184.48000000,4189.65000000,4617.24280000
291,1637236800000,4189.65000000,4211.68000000,4161.43000000,4210.77000000,10039.17280000
292,1637237700000,4210.77000000,4235.52000000,4191.49000000,4208.88000000,8918.02020000
293,1637238600000,4208.89000000,4217.28000000,4184.78000000,4195.24000000,3525.76980000
294,1637239500000,4195.24000000,4205.87000000,4172.93000000,4183.23000000,4316.77050000
295,1637240400000,4183.23000000,4194.58000000,4168.48000000,4171.14000000,3571.39050000
296,1637241300000,4170.93000000,4177.89000000,4146.27000000,4157.06000000,6808.68230000
297,1637242200000,4157.06000000,4210.00000000,4153.16000000,4187.24000000,9110.32790000
298,1637243100000,4187.24000000,4191.13000000,4160.34000000,4172.52000000,4925.85340000
299,1637244000000,4172.51000000,4180.80000000,4153.52000000,4157.71000000,4512.08980000
300,1637244900000,4157.72000000,4167.05000000,4151.40000000,4155.01000000,2832.54250000
301,1637245800000,4155.00000000,4168.08000000,4132.08000000,4134.51000000,5759.62180000
302,1637246700000,4134.51000000,4157.29000000,4129.28000000,4140.38000000,7837.98670000
303,1637247600000,4140.37000000,4160.03000000,4107.33000000,4119.61000000,9895.34000000
304,1637248500000,4119.18000000,4122.74000000,4050.01000000,4114.87000000,24560.90480000
305,1637249400000,4114.87000000,4150.00000000,4081.71000000,4093.19000000,19468.89040000
306,1637250300000,4093.19000000,4106.70000000,4051.98000000,4071.77000000,12300.28590000
307,1637251200000,4071.76000000,4085.16000000,4036.21000000,4074.56000000,16175.14550000
308,1637252100000,4074.77000000,4081.36000000,4013.83000000,4031.40000000,17268.15140000
309,1637253000000,4031.40000000,4048.43000000,4012.00000000,4023.92000000,12944.01210000
310,1637253900000,4023.93000000,4029.87000000,3996.97000000,4000.01000000,18893.59260000
311,1637254800000,4000.02000000,4033.67000000,3960.00000000,3965.48000000,22157.37150000
312,1637255700000,3965.48000000,4057.85000000,3965.04000000,4046.61000000,17652.83250000
313,1637256600000,4046.60000000,4077.00000000,4040.65000000,4065.91000000,11069.76780000
314,1637257500000,4065.69000000,4077.00000000,4030.01000000,4036.69000000,7526.27930000
315,1637258400000,4036.69000000,4065.25000000,4035.83000000,4050.78000000,4194.17010000
316,1637259300000,4050.79000000,4076.00000000,4040.36000000,4065.81000000,5130.68990000
317,1637260200000,4065.80000000,4083.67000000,4051.60000000,4055.46000000,4922.52810000
318,1637261100000,4055.46000000,4078.46000000,4052.63000000,4073.58000000,3896.79560000
319,1637262000000,4073.32000000,4079.94000000,4067.01000000,4077.20000000,3985.03630000
320,1637262900000,4077.20000000,4081.35000000,4070.01000000,4075.10000000,3953.35900000
321,1637263800000,4075.09000000,4091.00000000,4071.47000000,4077.29000000,5578.17410000
322,1637264700000,4077.29000000,4078.44000000,4060.13000000,4065.41000000,3401.22330000
323,1637265600000,4065.41000000,4066.93000000,4034.97000000,4050.36000000,4959.39320000
